mt20id,prfnm,prfpdfrom,prfpdto,시설명,총객석수,시(도),구(군),주소
PF249009,파크 콘서트 [창원],2024.10.05,2024.10.05,용지문화공원,0,경남,창원시,경상남도 창원시 성산구 중앙대로186번길 13 (신월동)
PF248991,"V.O.S 20주년 전국투어 콘서트, 우리의 스무살 [김해]",2024.12.01,2024.12.01,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF248947,"경남청년콘서트, 제2회 청년거리문화페스티벌: BUSKER TO STAGE 2",2024.10.04,2024.10.04,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF248333,젠틀레인: 세컨드레인 [진주],2024.10.19,2024.10.19,"문기타, 문씨어터 [진주]",0,경남,진주시,경상남도 진주시 석갑로155번길 17-13 (신안동)
PF247646,블루베이 뮤직 페스티벌 [창원],2024.09.07,2024.09.07,3.15 해양누리공원,0,경남,창원시,경상남도 창원시 마산합포구 문화동로 10 (월남동1가)
PF246537,"화요모닝콘서트, 몽니의 winter blossom (12월)",2024.12.10,2024.12.10,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF246396,밴드체인지 (CHANZE),2024.08.30,2024.08.30,"문기타, 문씨어터 [진주]",0,경남,진주시,경상남도 진주시 석갑로155번길 17-13 (신안동)
PF246390,V.O.S 가을 별 콘서트 [거제],2024.09.28,2024.09.28,거제문화예술회관,1933,경남,거제시,경상남도 거제시 장승로 145 (장승포동)
PF246282,"Folk Music Festa, 별밤 콘서트 [진해]",2024.10.04,2024.10.05,진해문화센터 (진해구민회관),1359,경남,창원시,경상남도 창원시 진해구 진해대로 325 (태백동) 진해구민센터
PF246225,"카즈미 타테이시 트리오 내한공연: 지브리, 재즈를 만나다 [김해]",2024.12.21,2024.12.21,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF246206,정홍일 Recital with Jazz Friends,2024.08.24,2024.08.24,음악이주는선물,0,경남,김해시,경상남도 김해시 강동로 81 (강동)
PF245408,옥상달빛 전국투어: 정말 고마워서 갑니다 [창원],2024.08.22,2024.08.22,트라토리아,0,경남,창원시,경상남도 창원시 마산합포구 해안대로 224-17 (신포동1가)
PF245407,"SUNDAY BUENA, 올옷 단독 공연 [진주]",2024.07.28,2024.07.28,부에나비스타,0,경남,진주시,경상남도 진주시 강변길9번길 11 (호탄동)
PF245371,"SUPER! 수요콘서트, 조선 ⅹ 남미 그루브클럽 [창원] (8월)",2024.08.28,2024.08.28,3.15아트센터,1747,경남,창원시,경상남도 창원시 마산회원구 삼호로 135 (양덕동)
PF245362,이승철 신곡발매기념 콘서트: Rock’n All [김해],2024.09.28,2024.09.28,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF245065,변진섭 전국투어 콘서트: 변천사 [창원],2024.09.29,2024.09.29,창원MBC홀,1200,경남,창원시,경상남도 창원시 마산회원구 양덕서9길 11-11 (양덕동)
PF245030,심수봉 전국투어 콘서트: 꽃길 [창원],2024.09.28,2024.09.28,창원MBC홀,1200,경남,창원시,경상남도 창원시 마산회원구 양덕서9길 11-11 (양덕동)
PF244751,V.O.S & 제이세라 콘서트 [함안],2024.08.23,2024.08.23,함안문화예술회관,650,경남,함안군,경상남도 함안군 가야읍 함안대로 619-1
PF244569,소향X고유진X송은혜 콘서트 [의령],2024.07.27,2024.07.27,의령군민문화회관,354,경남,의령군,경상남도 의령군 의령읍 의병로24길 31-1
PF244158,진성 30주년 기념 콘서트: 진성 빅쇼 [창원],2024.09.28,2024.09.28,KBS홀 [창원],1807,경남,창원시,경상남도 창원시 의창구 중앙대로 178 (신월동)
PF243898,트롯 3파전 콘서트 [창원],2024.08.11,2024.08.11,창원컨벤션센터,10400,경남,창원시,경상남도 창원시 성산구 원이대로 362 (대원동)
PF243724,심수봉 전국투어 콘서트: 꽃길 [김해],2024.09.21,2024.09.21,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF243649,미스트롯3 전국투어 콘서트: 세상을 꺾고 뒤집어라! [진주],2024.09.28,2024.09.28,경상남도문화예술회관,1528,경남,진주시,경상남도 진주시 강남로 215 (칠암동) 경남문화예술회관
PF243638,"김범수 콘서트: 여행, The Original [창원]",2024.09.28,2024.09.28,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF243444,Theatre 이문세 [진주],2024.09.21,2024.09.22,경상남도문화예술회관,1528,경남,진주시,경상남도 진주시 강남로 215 (칠암동) 경남문화예술회관
PF243232,김창완밴드 전국투어: 개구쟁이 [김해],2024.07.27,2024.07.27,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF243205,김창완밴드 전국투어: 개구쟁이 [양산],2024.08.17,2024.08.17,양산문화예술회관,963,경남,양산시,경상남도 양산시 중앙로 39-1 (남부동)
PF243007,"밀양아리랑아트센터 개관 8주년 기념 특별 기획, YB 초청공연",2024.06.28,2024.06.28,밀양아리랑아트센터,1001,경남,밀양시,경상남도 밀양시 밀양대공원로 112 (교동)
PF242939,"창원 락 페스타, 육중완 밴드 콘서트",2024.08.23,2024.08.23,진해문화센터 (진해구민회관),1359,경남,창원시,경상남도 창원시 진해구 진해대로 325 (태백동) 진해구민센터
PF242778,"강아솔 책방투어: 음악이 있는 곳에서, 책이 있는 곳으로 [거제]",2024.08.03,2024.08.03,책방익힘 북스앤커피,0,경남,거제시,경상남도 거제시 장승포로1길 13 (장승포동)
PF242747,"임채희 트리오, SUNSET",2024.07.13,2024.07.13,음악이주는선물,0,경남,김해시,경상남도 김해시 강동로 81 (강동)
PF242622,"조희창의 굿모닝 콘서트, 탭댄스 위드 재즈",2024.07.03,2024.07.03,거제문화예술회관,1933,경남,거제시,경상남도 거제시 장승로 145 (장승포동)
PF242266,"말로 X 카리나 네뷸라, 재즈 콘서트: 굿 매치 (Good Match)",2024.07.20,2024.07.20,거제문화예술회관,1933,경남,거제시,경상남도 거제시 장승로 145 (장승포동)
PF242263,OST CONCERT: AM BAND [김해],2024.06.29,2024.06.29,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF241894,아트포앙상블 정규1집 쇼케이스 [진주],2024.06.01,2024.06.01,"문기타, 문씨어터 [진주]",0,경남,진주시,경상남도 진주시 석갑로155번길 17-13 (신안동)
PF241493,"김경호, 박완규 락 파워콘서트 [함안]",2024.06.14,2024.06.14,함안문화예술회관,650,경남,함안군,경상남도 함안군 가야읍 함안대로 619-1
PF241395,이승철 신곡발매기념 콘서트: Rock’n All [창원],2024.07.06,2024.07.06,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF241249,"토요콘서트, KARDI CONCERT (7월)",2024.07.13,2024.07.13,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF241004,김경호 데뷔 30주년 전국투어 콘서트: THE ROCKER [창원],2024.07.13,2024.07.13,KBS홀 [창원],1807,경남,창원시,경상남도 창원시 의창구 중앙대로 178 (신월동)
PF240687,"SUPER! 수요콘서트, SURL ⅹ Lacuna [창원] (6월)",2024.06.26,2024.06.26,3.15아트센터,1747,경남,창원시,경상남도 창원시 마산회원구 삼호로 135 (양덕동)
PF240494,강유진 효 콘서트 [함양],2024.05.29,2024.05.29,함양문화예술회관,691,경남,함양군,경상남도 함양군 함양읍 필봉산길 55
PF240378,내시십분 전국투어 [김해],2024.05.14,2024.05.14,봉황예술극장,40,경남,김해시,경상남도 김해시 가야의길 16 (봉황동)
PF240319,VOS & 제이세라 콘서트 [양산],2024.05.25,2024.05.25,양산문화예술회관,963,경남,양산시,경상남도 양산시 중앙로 39-1 (남부동)
PF240107,현역가왕 전국투어 콘서트 [진주],2024.09.07,2024.09.07,진주실내체육관,5184,경남,진주시,경상남도 진주시 남강로 1655 (초전동)
PF239784,청춘 트롯 콘서트 [함양],2024.05.10,2024.05.10,함양문화예술회관,691,경남,함양군,경상남도 함양군 함양읍 필봉산길 55
PF239507,정동하X소향 THE GREATEST: 전율 [마산],2024.06.01,2024.06.01,창원MBC홀,1200,경남,창원시,경상남도 창원시 마산회원구 양덕서9길 11-11 (양덕동)
PF239308,MODERN VINTAGE: Set me free [진주],2024.05.18,2024.05.18,"문기타, 문씨어터 [진주]",0,경남,진주시,경상남도 진주시 석갑로155번길 17-13 (신안동)
PF239030,"나훈아 라스트 콘서트, 고마웠습니다! [창원]",2024.06.01,2024.06.01,창원스포츠파크,32976,경남,창원시,경상남도 창원시 성산구 원이대로 450 (중앙동)
PF238914,주현미 콘서트: The Original [김해],2024.06.29,2024.06.29,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF238891,DK 밴드 재즈공연: CHILD IN TIME,2024.04.13,2024.04.13,"문기타, 문씨어터 [진주]",0,경남,진주시,경상남도 진주시 석갑로155번길 17-13 (신안동)
PF238817,"BYU KOREA TOUR, 노트워디 그리고 보컬포인트 [창원]",2024.05.01,2024.05.01,창원MBC홀,1200,경남,창원시,경상남도 창원시 마산회원구 양덕서9길 11-11 (양덕동)
PF238733,스카 페스티벌: HIPHOP Super-Swag [창원],2024.05.25,2024.05.25,창원스포츠파크,32976,경남,창원시,경상남도 창원시 성산구 원이대로 450 (중앙동)
PF238538,뮤직오브락(樂) 콘서트 [창녕],2024.04.24,2024.04.24,창녕문화예술회관,692,경남,창녕군,경상남도 창녕군 창녕읍 군청1길 35
PF238530,변진섭 전국투어 콘서트: 변천사 [김해],2024.06.22,2024.06.22,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF238434,"화요모닝콘서트, Morning date with 스윗소로우 (5월) [창원]",2024.05.14,2024.05.14,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF238328,스카 페스티벌: Back to the 90's Fever [창원],2024.05.25,2024.05.25,창원스포츠파크,32976,경남,창원시,경상남도 창원시 성산구 원이대로 450 (중앙동)
PF237961,거제시 여성장애인돕기 공감 콘서트,2024.04.20,2024.04.20,아그네스 파크(agnes park),0,경남,거제시,경상남도 거제시 둔덕면 거제남서로 5187
PF237921,"판타스틱 드럼, 고향의 심장을 두드리다. [진주]",2024.04.27,2024.04.27,경상남도문화예술회관,1528,경남,진주시,경상남도 진주시 강남로 215 (칠암동) 경남문화예술회관
PF237832,"창원문화재단 토요콘서트, 정성하 & 김현우: Dear my",2024.05.25,2024.05.25,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF237620,주현미 콘서트 [창원],2024.05.09,2024.05.09,진해문화센터 (진해구민회관),1359,경남,창원시,경상남도 창원시 진해구 진해대로 325 (태백동) 진해구민센터
PF237492,"황영웅 창원콘서트, 봄날의 고백",2024.05.18,2024.05.19,창원컨벤션센터,10400,경남,창원시,경상남도 창원시 성산구 원이대로 362 (대원동)
PF237423,김정민 전국투어 콘서트: LIVE STAR [창원],2024.05.25,2024.05.25,KBS홀 [창원],1807,경남,창원시,경상남도 창원시 의창구 중앙대로 178 (신월동)
PF237211,"박미경&신효범, 투걸스",2024.03.30,2024.03.30,함안문화예술회관,650,경남,함안군,경상남도 함안군 가야읍 함안대로 619-1
PF237062,가정의 달 특집 효(孝) 콘서트 [창원],2024.05.08,2024.05.08,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF236949,미스트롯3 전국투어 콘서트: 세상을 꺾고 뒤집어라! [창원],2024.07.06,2024.07.07,KBS홀 [창원],1807,경남,창원시,경상남도 창원시 의창구 중앙대로 178 (신월동)
PF236896,기분 Jazzy는 Jazz [김해],2024.03.30,2024.03.30,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF236141,밀양의 봄 Part.3 대중가요의 밤 & 콘서트 오브 쓰리 바리톤,2024.03.08,2024.03.09,밀양아리랑아트센터,1001,경남,밀양시,경상남도 밀양시 밀양대공원로 112 (교동)
PF236065,"SUPER! 수요콘서트, 기타리스트 장하은 콘서트 (4월)",2024.04.24,2024.04.24,3.15아트센터,1747,경남,창원시,경상남도 창원시 마산회원구 삼호로 135 (양덕동)
PF235980,"윤형주 콘서트, 3월의 러브레터",2024.03.29,2024.03.29,거제문화예술회관,1933,경남,거제시,경상남도 거제시 장승로 145 (장승포동)
PF235458,현역가왕 전국투어 콘서트 [창원],2024.05.11,2024.05.11,창원컨벤션센터,10400,경남,창원시,경상남도 창원시 성산구 원이대로 362 (대원동)
PF235111,YB TOUR LIGHTS: INFINITY [창원],2024.03.30,2024.03.31,KBS홀 [창원],1807,경남,창원시,경상남도 창원시 의창구 중앙대로 178 (신월동)
PF235065,정동하X소향 THE GREATEST: 전율 [진주],2024.04.28,2024.04.28,경상남도문화예술회관,1528,경남,진주시,경상남도 진주시 강남로 215 (칠암동) 경남문화예술회관
PF235048,박강수 콘서트: 봄이 온단다 [진주],2024.03.01,2024.03.01,현장아트홀,109,경남,진주시,경상남도 진주시 진주대로 1038 (동성동)
PF234987,"창원문화재단 토요콘서트, 짙은 봄: ZITTEN",2024.03.23,2024.03.23,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF234970,싱어게인3 TOP10 전국투어 [창원],2024.03.23,2024.03.23,창원스포츠파크,32976,경남,창원시,경상남도 창원시 성산구 원이대로 450 (중앙동)
PF234838,트롯쇼 in 밀양,2024.02.17,2024.02.17,밀양아리랑아트센터,1001,경남,밀양시,경상남도 밀양시 밀양대공원로 112 (교동)
PF234814,먼데이키즈 콘서트: The Real Voice [창원],2024.03.01,2024.03.01,KBS홀 [창원],1807,경남,창원시,경상남도 창원시 의창구 중앙대로 178 (신월동)
PF234578,"허용별 콘서트, 보컬 전쟁: The War of Vocalists [창원]",2024.03.02,2024.03.03,KBS홀 [창원],1807,경남,창원시,경상남도 창원시 의창구 중앙대로 178 (신월동)
PF233658,"화요모닝콘서트, 유미: YOU ME IS SPRING [창원]",2024.02.06,2024.02.06,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF233640,"화요모닝콘서트, 엑시트의 아카펠라 여행 [창원]",2024.03.12,2024.03.12,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF233564,"부활 단독콘서트, Born Again [창원]",2024.02.17,2024.02.17,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF232547,박강수 소극장 콘서트 [통영],2024.01.16,2024.01.16,통영리스타트플랫폼,120,경남,통영시,경상남도 통영시 도남로 195 (도남동)
PF232275,변진섭 송년 콘서트,2023.12.28,2023.12.28,거창문화센터,886,경남,거창군,경상남도 거창군 수남로 2181 거창군교육문화센터
PF232213,이승환 콘서트: 이상한 이승환 [창원],2024.01.20,2024.01.20,KBS홀 [창원],1807,경남,창원시,경상남도 창원시 의창구 중앙대로 178 (신월동)
PF232013,나윤선 재즈 콘서트: Another Christmas,2023.12.29,2023.12.29,밀양아리랑아트센터,1001,경남,밀양시,경상남도 밀양시 밀양대공원로 112 (교동)
PF231709,통영 사운즈 쇼케이스,2023.08.06,2023.08.06,통영리스타트플랫폼,120,경남,통영시,경상남도 통영시 도남로 195 (도남동)
PF231652,장윤정 라이브 콘서트 [양산],2024.01.13,2024.01.13,양산종합운동장,3409,경남,양산시,경상남도 양산시 양산대로 849(북부동)
PF230888,7080 낭만콘서트 [함안],2023.12.16,2023.12.16,함안문화예술회관,650,경남,함안군,경상남도 함안군 가야읍 함안대로 619-1
PF230732,미스터트롯2 TOP7 콘서트 [창원],2024.02.24,2024.02.24,창원컨벤션센터,10400,경남,창원시,경상남도 창원시 성산구 원이대로 362 (대원동)
PF230562,015B 콘서트,2023.12.16,2023.12.16,양산문화예술회관,963,경남,양산시,경상남도 양산시 중앙로 39-1 (남부동)
PF230260,진성과 함께하는 희희낙락콘서트 [의령],2023.11.24,2023.11.24,의령군민문화회관,354,경남,의령군,경상남도 의령군 의령읍 의병로24길 31-1
PF229923,K-water와 함께 행복을 水놓는 동행 콘서트,2023.11.15,2023.11.15,합천실내체육관,1111,경남,합천군,경상남도 합천군 합천읍 장수로 1
PF229835,V.O.S 콘서트: OUR VOICES [창원],2023.12.25,2023.12.25,KBS홀 [창원],1807,경남,창원시,경상남도 창원시 의창구 중앙대로 178 (신월동)
PF229553,"사천시문화예술회관 송년콘서트, 빅마마 & 포맨, 마로니에",2023.11.23,2023.11.23,사천문화예술회관,1010,경남,사천시,경상남도 사천시 삼천포대교로 471 (동림동)
PF229545,"위댄스, SUM 발매 투어 [통영]",2023.11.25,2023.11.25,삼문당커피로스터,0,경남,통영시,경상남도 통영시 중앙로 168 (태평동 385-1) 2층
PF229357,웅산 All That Jazz [거제],2023.12.06,2023.12.06,거제문화예술회관,1933,경남,거제시,경상남도 거제시 장승로 145 (장승포동)
PF229130,"진주국제재즈페스티벌, JINJU JAZZ WEEK (12.6)",2023.12.06,2023.12.06,아시아 레이크사이드 호텔 (Asia Lakeside Hotel),280,경남,진주시,경상남도 진주시 남강로1번길 133 (판문동)
PF228838,"신구쇼, 니들이 트롯을 알아? [창원]",2023.12.09,2023.12.09,KBS홀 [창원],1807,경남,창원시,경상남도 창원시 의창구 중앙대로 178 (신월동)
PF228687,환희 단독 콘서트: OVER THE SKY [김해],2023.12.08,2023.12.08,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF228681,이무진 전국투어 콘서트: 별책부록 [김해],2023.12.09,2023.12.09,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF228652,나윤선 재즈콘서트: FEELING GOOD [김해],2023.12.22,2023.12.22,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF228604,"Beyond the HipHop, 원슈타인 X 딥플로우 X 디스이즈잇",2023.11.18,2023.11.18,밀양아리랑아트센터,1001,경남,밀양시,경상남도 밀양시 밀양대공원로 112 (교동)
PF228527,미스터트롯2 TOP7 콘서트 [진주],2023.12.30,2023.12.30,진주실내체육관,5184,경남,진주시,경상남도 진주시 남강로 1655 (초전동)
PF228495,"경남 청년콘서트, Busker To Stage",2023.11.10,2023.11.10,경상대학교 GNU 국제문화회관,1046,경남,진주시,경상남도 진주시 진주대로 501 (가좌동)
PF228262,이승철 전국투어 콘서트: RETRO Night [진주],2023.12.17,2023.12.17,경상남도문화예술회관,1528,경남,진주시,경상남도 진주시 강남로 215 (칠암동) 경남문화예술회관
PF228196,"AKMU CONCERT, AKMUTOPIA [창원]",2023.12.30,2023.12.30,창원컨벤션센터,10400,경남,창원시,경상남도 창원시 성산구 원이대로 362 (대원동)
PF227638,"다시, 지금, 이 자리에 [함양]",2023.10.24,2023.10.24,함양문화예술회관,691,경남,함양군,경상남도 함양군 함양읍 필봉산길 55
PF227548,"진주국제재즈페스티벌, JINJU JAZZ WEEK (12.5)",2023.12.05,2023.12.05,브라운핸즈 진주엠비씨,0,경남,진주시,경상남도 진주시 가호로 13 (가좌동)
PF227242,진주국제재즈페스티벌(12.8),2023.12.08,2023.12.08,경상남도문화예술회관,1528,경남,진주시,경상남도 진주시 강남로 215 (칠암동) 경남문화예술회관
PF227148,진주국제재즈페스티벌(12.7),2023.12.07,2023.12.07,경상남도문화예술회관,1528,경남,진주시,경상남도 진주시 강남로 215 (칠암동) 경남문화예술회관
PF227004,"판 페스티벌: MUSIC판, 파크 콘서트 in 창원 [창원]",2023.10.15,2023.10.15,용지문화공원,0,경남,창원시,경상남도 창원시 성산구 중앙대로186번길 13 (신월동)
PF226843,김태우X먼데이키즈와 함께하는 가을밤 음악회,2023.10.11,2023.10.11,의령군민문화회관,354,경남,의령군,경상남도 의령군 의령읍 의병로24길 31-1
PF226406,스탠딩 에그 콘서트,2023.10.14,2023.10.14,양산문화예술회관,963,경남,양산시,경상남도 양산시 중앙로 39-1 (남부동)
PF226380,"에일리 전국투어, I AM: COLORFUL [창원]",2023.12.02,2023.12.02,창원컨벤션센터,10400,경남,창원시,경상남도 창원시 성산구 원이대로 362 (대원동)
PF226336,"노을 연말 투어 콘서트, 노을이 내린 밤 [창원]",2023.12.16,2023.12.16,KBS홀 [창원],1807,경남,창원시,경상남도 창원시 의창구 중앙대로 178 (신월동)
PF226239,"문예회관과 함께하는 방방곡곡 문화공감 사업 콘서트, 웅산의 All That Jazz",2023.10.05,2023.10.05,사천문화예술회관,1010,경남,사천시,경상남도 사천시 삼천포대교로 471 (동림동)
PF225248,청춘콘서트 [함양],2023.09.22,2023.09.22,함양문화예술회관,691,경남,함양군,경상남도 함양군 함양읍 필봉산길 55
PF225055,이은미 콘서트,2023.10.06,2023.10.06,함안문화예술회관,650,경남,함안군,경상남도 함안군 가야읍 함안대로 619-1
PF224950,엠씨더맥스 이수 콘서트: 기행문 [창원],2023.10.28,2023.10.28,KBS홀 [창원],1807,경남,창원시,경상남도 창원시 의창구 중앙대로 178 (신월동)
PF224826,재즈 온 메이플스토리 [김해],2023.10.06,2023.10.06,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF224434,불타는 트롯맨 전국투어 콘서트 [창원],2023.12.16,2023.12.16,창원컨벤션센터,10400,경남,창원시,경상남도 창원시 성산구 원이대로 362 (대원동)
PF224249,블루베이 뮤직 페스티벌 [창원],2023.09.09,2023.09.09,3.15 해양누리공원,0,경남,창원시,경상남도 창원시 마산합포구 문화동로 10 (월남동1가)
PF223513,"모닝콘서트, Journey to Jazz [창원]",2023.12.12,2023.12.12,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF223508,"모닝콘서트, 녹색지대의 사랑을 할거야 [창원]",2023.11.14,2023.11.14,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF223501,"모닝콘서트: 서영은, 꿈을 꾼다 [창원]",2023.09.12,2023.09.12,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF223103,"이승철 전국투어 콘서트, RETRO Night [진주]",2023.10.21,2023.10.21,경상남도문화예술회관,1528,경남,진주시,경상남도 진주시 강남로 215 (칠암동) 경남문화예술회관
PF222999,경남뮤직페스티벌 (9.1),2023.09.01,2023.09.01,경상남도문화예술회관,1528,경남,진주시,경상남도 진주시 강남로 215 (칠암동) 경남문화예술회관
PF222996,경남뮤직페스티벌 (8.31),2023.08.31,2023.08.31,경상남도문화예술회관,1528,경남,진주시,경상남도 진주시 강남로 215 (칠암동) 경남문화예술회관
PF222896,경남뮤직페스티벌 (9.2),2023.09.02,2023.09.02,경상남도문화예술회관,1528,경남,진주시,경상남도 진주시 강남로 215 (칠암동) 경남문화예술회관
PF222516,김해 전국체전 성공기원 콘서트,2023.09.02,2023.09.02,김해운동장,2210,경남,김해시,경상남도 김해시 가야로 245 (구산동)
PF222501,"SUPER! 수요콘서트, 이날치 X 구남과여라이딩스텔라 [창원]",2023.08.30,2023.08.30,3.15아트센터,1747,경남,창원시,경상남도 창원시 마산회원구 삼호로 135 (양덕동)
PF222007,"토요콘서트, Swing Jazz with 더블리스코리아 [창원] (9월)",2023.09.09,2023.09.09,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF221959,락 페스타 [창원],2023.08.18,2023.08.19,진해문화센터 (진해구민회관),1359,경남,창원시,경상남도 창원시 진해구 진해대로 325 (태백동) 진해구민센터
PF221845,"이승철 전국투어 콘서트, RETRO Night [김해]",2023.09.16,2023.09.16,김해서부문화센터,691,경남,김해시,경상남도 김해시 율하2로 210 (율하동)
PF221743,미블리 힙합 콘서트,2023.08.26,2023.08.26,함안문화예술회관,650,경남,함안군,경상남도 함안군 가야읍 함안대로 619-1
PF221573,변진섭 전국투어 콘서트: 변천사 [마산],2023.09.10,2023.09.10,창원MBC홀,1200,경남,창원시,경상남도 창원시 마산회원구 양덕서9길 11-11 (양덕동)
PF221536,스탠딩에그 콘서트 [창원],2023.07.22,2023.07.22,3.15아트센터,1747,경남,창원시,경상남도 창원시 마산회원구 삼호로 135 (양덕동)
PF221376,정동하 X 소향 THE GREATEST: 전율 [창원],2023.09.09,2023.09.09,KBS홀 [창원],1807,경남,창원시,경상남도 창원시 의창구 중앙대로 178 (신월동)
PF220623,부활 콘서트: Born Again [밀양],2023.07.15,2023.07.15,밀양아리랑아트센터,1001,경남,밀양시,경상남도 밀양시 밀양대공원로 112 (교동)
PF219957,"미교&몽니, 뮤직홀릭콘서트",2023.07.29,2023.07.29,함안문화예술회관,650,경남,함안군,경상남도 함안군 가야읍 함안대로 619-1
PF219412,쎄시봉 추억의 음악여행,2023.06.23,2023.06.23,창녕문화예술회관,692,경남,창녕군,경상남도 창녕군 창녕읍 군청1길 35
PF219351,쏜애플 콘서트 [창원],2023.07.22,2023.07.22,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF219192,SUPER! 수요콘서트: 선우정아 X 치즈 [창원],2023.06.28,2023.06.28,3.15아트센터,1747,경남,창원시,경상남도 창원시 마산회원구 삼호로 135 (양덕동)
PF218965,"레드원밴드 투어, The Musician [창원]",2023.07.01,2023.07.01,3.15아트센터,1747,경남,창원시,경상남도 창원시 마산회원구 삼호로 135 (양덕동)
PF218030,혜은이 콘서트,2023.05.26,2023.05.26,함안문화예술회관,650,경남,함안군,경상남도 함안군 가야읍 함안대로 619-1
PF217546,"이승철 전국투어 콘서트, RETRO Night [창원]",2023.06.17,2023.06.17,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF217429,최백호의 아름다운 시절 [진해],2023.06.09,2023.06.09,진해문화센터 (진해구민회관),1359,경남,창원시,경상남도 창원시 진해구 진해대로 325 (태백동) 진해구민센터
PF217356,변진섭 전국투어 콘서트: 변천사 [양산],2023.06.10,2023.06.10,양산문화예술회관,963,경남,양산시,경상남도 양산시 중앙로 39-1 (남부동)
PF217198,뮤직오브 ROCK (樂),2023.05.18,2023.05.18,창녕문화예술회관,692,경남,창녕군,경상남도 창녕군 창녕읍 군청1길 35
PF217124,장윤정 라이브 콘서트 [창원],2023.06.24,2023.06.24,창원컨벤션센터,10400,경남,창원시,경상남도 창원시 성산구 원이대로 362 (대원동)
PF216996,디즈니 인 재즈 [김해],2023.06.09,2023.06.09,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF216993,박강수 콘서트 [김해],2023.05.13,2023.05.13,김해문화원,218,경남,김해시,경상남도 김해시 분성로 225 (외동)
PF215821,보수동쿨러ⅹ해서웨이:  LOVE SAND [창원],2023.05.13,2023.05.13,성산아트홀,2210,경남,창원시,경상남도 창원시 성산구 중앙대로 181 (용호동)
PF215514,불타는 트롯맨 전국투어 콘서트  [창원],2023.07.22,2023.07.22,창원컨벤션센터,10400,경남,창원시,경상남도 창원시 성산구 원이대로 362 (대원동)
PF215060,미스터트롯2 전국투어 콘서트 [창원],2023.05.27,2023.05.28,창원컨벤션센터,10400,경남,창원시,경상남도 창원시 성산구 원이대로 362 (대원동)
PF215014,이은미 전국투어 콘서트: NOCTURN [김해],2023.06.03,2023.06.03,김해문화의전당,2504,경남,김해시,경상남도 김해시 김해대로 2060 (내동)
PF214666,변진섭 전국투어 콘서트: 변천사 [창원],2023.05.14,2023.05.14,KBS홀 [창원],1807,경남,창원시,경상남도 창원시 의창구 중앙대로 178 (신월동)
PF214330,어쿠스틱로망 단독콘서트,2023.03.26,2023.03.26,통영리스타트플랫폼,120,경남,통영시,경상남도 통영시 도남로 195 (도남동)
PF213804,박강수 콘서트 [진주],2023.03.10,2023.03.10,현장아트홀,109,경남,진주시,경상남도 진주시 진주대로 1038 (동성동)
