mt20id,prfnm,prfpdfrom,prfpdto,fcltynm,poster,area,genrenm,openrun,prfstate
PF263492,RAP HOUSE VOL.40,2025.04.25,2025.04.25,"플렉스라운지 (구. 스테이라운지, 구. 인디팍)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF263492_250421_112627.gif,,대중음악,N,공연완료
PF263462,"막주금라이브 Vol.40, 윤숭",2025.04.25,2025.04.25,Cafe PPnF,http://www.kopis.or.kr/upload/pfmPoster/PF_PF263462_250421_102218.png,,대중음악,N,공연완료
PF263366,퍼트 단독 콘서트: CREDIT,2025.04.26,2025.04.26,플렉스홀 3호점,http://www.kopis.or.kr/upload/pfmPoster/PF_PF263366_250418_095245.jpg,,대중음악,N,공연완료
PF263297,KOR KASH: DO OR DIE CONCERT,2025.04.27,2025.04.27,웨스트브릿지 라이브홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF263297_250417_110731.jpg,,대중음악,N,공연완료
PF263263,수상한스테이지 (04.25),2025.04.25,2025.04.25,수상한창고,http://www.kopis.or.kr/upload/pfmPoster/PF_PF263263_250417_095227.png,,대중음악,N,공연완료
PF263241,흑백영화처럼,2025.04.22,2025.04.30,구름아래소극장,http://www.kopis.or.kr/upload/pfmPoster/PF_PF263241_250417_102809.gif,,대중음악,N,공연완료
PF263090,"제995회 목요예술무대: 시리즈 파장, 밴드 다섯",2025.04.24,2025.04.24,강남씨어터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF263090_250414_152039.jpg,,대중음악,N,공연완료
PF263079,JIHA : Mount XLR with MonoLens,2025.04.26,2025.04.26,틸라 그라운드,http://www.kopis.or.kr/upload/pfmPoster/PF_PF263079_250414_145547.png,,대중음악,N,공연완료
PF263015,Sleepy Synthesizers with Lullatone X Mohani,2025.04.26,2025.04.26,쿤스트카비넷,http://www.kopis.or.kr/upload/pfmPoster/PF_PF263015_250414_112022.png,,대중음악,N,공연완료
PF263014,"만원재즈, 그루브 잼세션",2025.04.18,2025.04.25,재즈클럽 그루브,http://www.kopis.or.kr/upload/pfmPoster/PF_PF263014_250414_111955.gif,,대중음악,N,공연완료
PF263013,LIVE in SETi Vol.35,2025.04.25,2025.04.25,세티 라이브홀 (SETI LIVE HALL),http://www.kopis.or.kr/upload/pfmPoster/PF_PF263013_250414_111425.jpg,,대중음악,N,공연완료
PF262991,수상한스테이지 (04.18),2025.04.18,2025.04.18,수상한창고,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262991_250414_102430.png,,대중음악,N,공연완료
PF262982,"지하아이돌 정기 공연, 주간 아이돌점프 vol.8",2025.04.24,2025.04.24,몽향라이브홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262982_250414_100209.png,,대중음악,N,공연완료
PF262881,82 NIGHT LIVE vol.2 (D82 X HeMeets),2025.04.27,2025.04.27,스페이스브릭 (SPACE BRICK),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262881_250411_131012.gif,,대중음악,N,공연완료
PF262873,"명가의 초대, 대체불가 멀티악기 연주가 권병호 콘서트",2025.04.18,2025.04.18,엠팟홀 (구. 삼익아트홀),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262873_250411_125634.gif,,대중음악,N,공연완료
PF262859,노들인디션 VOL.2 크리스피 단독공연: Seventeen,2025.04.30,2025.04.30,노들섬,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262859_250411_115006.gif,,대중음악,N,공연완료
PF262828,오늘도 아이돌 vol.26,2025.04.24,2025.04.24,옥타바리움 라이브홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262828_250411_103333.jpg,,대중음악,N,공연완료
PF262817,"핑거프린츠 Fingerprints, Music Week",2025.04.10,2025.04.13,이태원 웨어하우스 베뉴,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262817_250410_134057.jpg,,대중음악,N,공연완료
PF262798,"먼데이프로젝트 시즌8, 불고기 디스코 단독 콘서트: GOOD TIME",2025.04.30,2025.04.30,클럽온에어,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262798_250410_110617.jpg,,대중음악,N,공연완료
PF262797,"먼데이프로젝트 시즌8, ddbb 단독 콘서트: Our Universe",2025.04.28,2025.04.28,클럽온에어,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262797_250410_110155.jpg,,대중음악,N,공연완료
PF262775,Nocturnal Noise Vol.1,2025.04.12,2025.04.12,Baby Doll (베이비돌),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262775_250410_095805.png,,대중음악,N,공연완료
PF262719,디폴트 단독공연: Sirius Pre-release Show,2025.04.26,2025.04.26,홈즈레드 명동,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262719_250409_130047.jpg,,대중음악,N,공연완료
PF262685,LIVE in SETi Vol.34,2025.04.24,2025.04.24,세티 라이브홀 (SETI LIVE HALL),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262685_250409_104450.jpg,,대중음악,N,공연완료
PF262664,"Open Record Night Vol.29, 장영은 Quintet: Monks Reality",2025.04.19,2025.04.19,문래레코드,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262664_250409_095418.jpg,,대중음악,N,공연완료
PF262621,イヴイヴに~!,2025.04.27,2025.04.27,프리즘홀 (프리즘플러스),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262621_250408_103440.jpg,,대중음악,N,공연완료
PF262591,제72회 라이브 클럽 데이,2025.04.25,2025.04.25,라이브클럽 협동조합,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262591_250407_152749.png,,대중음악,N,공연완료
PF262536,박강수 콘서트: 춘몽 [서울 마포],2025.04.27,2025.04.27,베짱이홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262536_250407_131831.gif,,대중음악,N,공연완료
PF262496,"TONE STUDIO LIVE, 박기훈 섹스텟 (PARK KIHUN sextet) : JOY SPRING",2025.04.25,2025.04.25,톤스튜디오 서울,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262496_250407_104901.jpg,,대중음악,N,공연완료
PF262494,LIVE in SETi Vol.32,2025.04.17,2025.04.17,세티 라이브홀 (SETI LIVE HALL),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262494_250407_104619.jpg,,대중음악,N,공연완료
PF262486,LIVE in SETi Vol.33,2025.04.18,2025.04.18,세티 라이브홀 (SETI LIVE HALL),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262486_250407_103448.jpg,,대중음악,N,공연완료
PF262485,KIM GYEOL 3rd Solo Concert: ANOTHER I,2025.04.26,2025.04.27,구름아래소극장,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262485_250407_102948.jpg,,대중음악,N,공연완료
PF262482,희망씨 나눔 콘서트: Get Together,2025.04.27,2025.04.27,벨로주 [홍대] (구. 왓에버),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262482_250407_102429.jpg,,대중음악,N,공연완료
PF262478,Atelier FES vol.20,2025.04.30,2025.04.30,아틀리에홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262478_250407_101121.png,,대중음악,N,공연완료
PF262477,To More Raw X 헤이맨 X 코토바: ADAMANT,2025.04.18,2025.04.18,CJ아지트 광흥창,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262477_250407_100801.jpg,,대중음악,N,공연완료
PF262475,"팡타구뤼엘의 파티 Vol.9, 김목인 & 이주영",2025.04.13,2025.04.13,복합문화공간에무,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262475_250407_100600.jpg,,대중음악,N,공연완료
PF262474,"78LIVE, 고고학",2025.04.24,2025.04.24,엠피엠지,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262474_250407_100435.gif,,대중음악,N,공연완료
PF262448,ASH AHN (안성현) 단독 콘서트: TO MY JOYFUL WORLD,2025.04.26,2025.04.26,CJ아지트 광흥창,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262448_250404_121001.jpg,,대중음악,N,공연완료
PF262442,와글와글: 먼데이 오프 위드 블루지 X 숨비,2025.04.20,2025.04.20,살롱 문보우,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262442_250404_111810.jpg,,대중음악,N,공연완료
PF262431,리릭페이퍼 Lyric Paper Vol.2,2025.04.19,2025.04.19,벨로주 [홍대] (구. 왓에버),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262431_250404_104802.gif,,대중음악,N,공연완료
PF262424,잔나비 콘서트: 모든소년소녀들 [서울 송파],2025.04.26,2025.05.04,잠실종합운동장,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262424_250404_102856.jpg,,대중음악,N,공연완료
PF262410,NAZCA RECORDS CONCERT 나즈카 레코드 콘서트,2025.04.26,2025.04.26,벨로주 [홍대] (구. 왓에버),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262410_250404_100003.jpg,,대중음악,N,공연완료
PF262401,"지하아이돌 정기 공연, 주간 아이돌점프 vol.7",2025.04.17,2025.04.17,몽향라이브홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262401_250404_094441.png,,대중음악,N,공연완료
PF262357,"먼데이프로젝트 시즌8, Try Again: 안다영 단독 콘서트",2025.04.21,2025.04.21,KT&G 상상마당 라이브홀 [마포],http://www.kopis.or.kr/upload/pfmPoster/PF_PF262357_250403_113618.jpg,,대중음악,N,공연완료
PF262356,"먼데이프로젝트 시즌8, 안녕하신가영 단독 콘서트: 월요일에도 봄이 떠오르면 좋겠어요",2025.04.21,2025.04.21,구름아래소극장,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262356_250403_113555.jpg,,대중음악,N,공연완료
PF262287,카게레루 (KAGERERU) 츠루 생탄제: 夢なんて,2025.04.20,2025.04.20,프리즘홀 (프리즘플러스),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262287_250402_111137.png,,대중음악,N,공연완료
PF262265,Sora Kim 2nd Album Release Concert,2025.04.26,2025.04.26,톤스튜디오 서울,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262265_250402_102543.jpg,,대중음악,N,공연완료
PF262255,SETi FES Vol.4,2025.04.13,2025.04.13,세티 라이브홀 (SETI LIVE HALL),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262255_250402_101116.jpg,,대중음악,N,공연완료
PF262232,Fatalite,2025.04.16,2025.04.16,옥타바리움 라이브홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262232_250401_112802.png,,대중음악,N,공연완료
PF262227,숨비 단독 콘서트: STAGE & SHOT,2025.04.13,2025.04.13,얼라이브홀(구. 크랙홀),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262227_250401_111947.jpg,,대중음악,N,공연완료
PF262197,다린 Promenade Live Session,2025.04.19,2025.04.19,톤스튜디오 서울,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262197_250401_101331.jpg,,대중음악,N,공연완료
PF262189,시인을 위하여 정규 일집 발매 기념 쇼케이스,2025.04.20,2025.04.20,CJ아지트 광흥창,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262189_250401_095506.png,,대중음악,N,공연완료
PF262186,SETi FES Vol.3,2025.04.12,2025.04.12,세티 라이브홀 (SETI LIVE HALL),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262186_250401_094626.jpg,,대중음악,N,공연완료
PF262157,Atelier FES vol.19,2025.04.22,2025.04.22,아틀리에홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262157_250331_143358.png,,대중음악,N,공연완료
PF262134,경찰은 될 수 없어!,2025.04.17,2025.04.17,아틀리에홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262134_250331_135240.png,,대중음악,N,공연완료
PF262130,부산락킹루키쇼 [서울],2025.04.19,2025.04.19,KT&G 상상마당 라이브홀 [마포],http://www.kopis.or.kr/upload/pfmPoster/PF_PF262130_250331_134424.gif,,대중음악,N,공연완료
PF262125,보라미유 단독콘서트: 있잖아,2025.04.26,2025.04.26,KT&G 상상마당 라이브홀 [마포],http://www.kopis.or.kr/upload/pfmPoster/PF_PF262125_250331_133902.jpg,,대중음악,N,공연완료
PF262079,LIVE in SETi Vol.31,2025.04.11,2025.04.11,세티 라이브홀 (SETI LIVE HALL),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262079_250331_110356.jpg,,대중음악,N,공연완료
PF262059,"수상한콘서트, 우리에게 쓰는 편지 (4월)",2025.04.19,2025.04.19,수상한창고,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262059_250331_101427.png,,대중음악,N,공연완료
PF262057,수상한스테이지 (04.04),2025.04.04,2025.04.04,수상한창고,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262057_250331_101259.png,,대중음악,N,공연완료
PF262054,수상한스테이지 (04.11),2025.04.11,2025.04.11,수상한창고,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262054_250331_100143.jpg,,대중음악,N,공연완료
PF262045,정승환 팬콘서트: University of Seung Hwan,2025.04.26,2025.04.27,명화라이브홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262045_250328_133450.gif,,대중음악,N,공연완료
PF262035,"DJ Soulscape Curated 25, 몽니",2025.04.26,2025.04.27,현대카드 언더스테이지,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262035_250328_130949.gif,,대중음악,N,공연완료
PF262017,김희재 콘서트: HEERE WE GO,2025.04.19,2025.04.20,세종대학교 대양홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262017_250328_112120.jpg,,대중음악,N,공연완료
PF262013,밴드 맥거핀 8주년 기념 단독 콘서트: MR. Celebration,2025.04.20,2025.04.20,벨로주 [홍대] (구. 왓에버),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262013_250328_111225.jpg,,대중음악,N,공연완료
PF262011,유명한 Live: Another Song For MJ,2025.04.12,2025.04.12,현대카드 언더스테이지,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262011_250328_110748.gif,,대중음악,N,공연완료
PF262010,DAESUNG ASIA TOUR: D's WAVE IN SEOUL,2025.04.26,2025.04.27,올림픽공원,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262010_250328_110747.gif,,대중음악,N,공연완료
PF262006,LIVE in SETi Vol.30,2025.04.10,2025.04.10,세티 라이브홀 (SETI LIVE HALL),http://www.kopis.or.kr/upload/pfmPoster/PF_PF262006_250328_105805.jpg,,대중음악,N,공연완료
PF261999,자우림 팬 콘서트: 러브공작단 시크릿 쥬 주 총회,2025.04.26,2025.04.26,신한카드 SOL페이 스퀘어(구.신한pLay 스퀘어),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261999_250328_104608.gif,,대중음악,N,공연완료
PF261992,김켄지 단독 콘서트: ON AIR,2025.04.19,2025.04.19,스페이스브릭 (SPACE BRICK),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261992_250328_103422.gif,,대중음악,N,공연완료
PF261985,장보람 팬콘서트: 보람듯이,2025.04.10,2025.04.13,링크아트센터드림,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261985_250328_101830.jpg,,대중음악,N,공연완료
PF261974,"Dive Right into Indie, 난파란 단독공연",2025.04.16,2025.04.16,카페 언플러그드,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261974_250328_095048.jpg,,대중음악,N,공연완료
PF261973,Atelier FES Day & Night VOL.2,2025.04.12,2025.04.12,아틀리에홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261973_250328_094723.png,,대중음악,N,공연완료
PF261972,"지하아이돌 정기 공연, 주간 아이돌점프 vol.6",2025.04.10,2025.04.10,몽향라이브홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261972_250328_094628.png,,대중음악,N,공연완료
PF261926,"먼데이프로젝트 시즌8, Try Again: 안예은 단독 콘서트",2025.04.17,2025.04.17,노들섬,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261926_250327_104252.jpg,,대중음악,N,공연완료
PF261909,NANO BIRTHDAY LIVE 백야,2025.04.20,2025.04.20,세티 라이브홀 (SETI LIVE HALL),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261909_250327_095143.png,,대중음악,N,공연완료
PF261907,오늘도 아이돌 vol.25,2025.04.10,2025.04.10,옥타바리움 라이브홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261907_250327_094626.jpg,,대중음악,N,공연완료
PF261875,"롤링 30주년 기념 공연, 가리온 콘서트: 뿌리깊은 나무",2025.04.27,2025.04.27,롤링홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261875_250326_131244.jpg,,대중음악,N,공연완료
PF261868,Lemon & Rose Birthday Live: I Luv Goguma Latte,2025.04.13,2025.04.13,프리즘홀 (프리즘플러스),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261868_250326_125532.png,,대중음악,N,공연완료
PF261804,"롤링 30주년 기념 공연, 이지영 단독콘서트: 봄날의 여유",2025.04.26,2025.04.26,롤링홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261804_250325_132510.jpg,,대중음악,N,공연완료
PF261803,제12회 뮤니브 콘서트: 청춘기행 下,2025.04.05,2025.04.05,복합문화공간에무,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261803_250325_132223.jfif,,대중음악,N,공연완료
PF261798,Atelier FES vol.18,2025.04.08,2025.04.08,아틀리에홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261798_250325_131356.png,,대중음악,N,공연완료
PF261779,중식이 밴드 X 천진우: 와따리 가따리,2025.04.18,2025.04.18,롤링홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261779_250325_113524.jpg,,대중음악,N,공연완료
PF261769,규도 단독 공연: Our Spring,2025.04.27,2025.04.27,플렉스홀 3호점,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261769_250325_111732.gif,,대중음악,N,공연완료
PF261763,컬러풀 스테이지 #12: 난파란 & 아사달,2025.04.20,2025.04.20,클럽온에어,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261763_250325_110041.jpg,,대중음악,N,공연완료
PF261756,SETi FES Vol.1,2025.04.05,2025.04.05,세티 라이브홀 (SETI LIVE HALL),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261756_250325_103833.jpg,,대중음악,N,공연완료
PF261750,"Super Rookie Challenge: Season 15, Round 2",2025.04.11,2025.04.11,프리즘홀 (프리즘플러스),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261750_250325_102419.gif,,대중음악,N,공연완료
PF261747,SETi FES Vol.2,2025.04.06,2025.04.06,세티 라이브홀 (SETI LIVE HALL),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261747_250325_101952.jpg,,대중음악,N,공연완료
PF261737,"SSP 서울스트리트퍼포먼스, 푸를 청 봄 춘: 청.춘",2025.04.05,2025.04.05,스윙홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261737_250324_163459.jpg,,대중음악,N,공연완료
PF261714,이정권 EP 앨범 발매 기념 콘서트: 봄으로 피어,2025.04.05,2025.04.05,엠팟홀 (구. 삼익아트홀),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261714_250324_143155.jpg,,대중음악,N,공연완료
PF261703,AT2021lwx,2025.04.04,2025.04.04,클럽 A.O.R(All Of Rock),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261703_250324_140230.png,,대중음악,N,공연완료
PF261689,"우디 콘서트: Woody, Live",2025.04.19,2025.04.20,구름아래소극장,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261689_250324_133410.jpg,,대중음악,N,공연완료
PF261675,손혜은 정규 1집 발매 콘서트: 모자이크,2025.04.11,2025.04.11,클럽온에어,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261675_250324_130544.jpg,,대중음악,N,공연완료
PF261652,빅타임: 생일파티,2025.04.04,2025.04.04,프리즘홀 (프리즘플러스),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261652_250324_111641.jpg,,대중음악,N,공연완료
PF261630,"롤링 30주년 기념 공연, 바닐라유니티 단독콘서트: NOT AGAIN",2025.04.25,2025.04.25,롤링홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261630_250324_102738.jpg,,대중음악,N,공연완료
PF261627,Yuriko Birthday Live: ブルーミスト,2025.04.19,2025.04.19,웨스트브릿지 라이브홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261627_250324_102005.jpg,,대중음악,N,공연완료
PF261626,"명가의 초대, 국악크로스오버밴드 온도 단독 콘서트: 봄의 온도",2025.04.11,2025.04.11,엠팟홀 (구. 삼익아트홀),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261626_250324_102004.gif,,대중음악,N,공연완료
PF261619,HAPPY RURU DAY: Apple Blossom,2025.04.09,2025.04.09,아틀리에홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261619_250324_100702.jpg,,대중음악,N,공연완료
PF261617,Framing Vol.3,2025.04.05,2025.04.05,온맘씨어터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261617_250324_100322.gif,,대중음악,N,공연완료
PF261614,"베게싸움의 날 특별공연, ふわふわが止まらない! Vol.06",2025.04.03,2025.04.03,아로아로홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261614_250324_095534.png,,대중음악,N,공연완료
PF261596,키라라의 키라라 단독공연,2025.04.19,2025.04.19,무신사 개러지 (구. 왓챠홀),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261596_250321_130922.gif,,대중음악,N,공연완료
PF261594,RASTER SHOWCASE SEOUL,2025.04.10,2025.04.10,틸라 그라운드,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261594_250321_130720.jpg,,대중음악,N,공연완료
PF261592,우시 정규 앨범 쇼케이스 콘서트: Lost & Found,2025.04.06,2025.04.06,CJ아지트 광흥창,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261592_250321_130219.jpg,,대중음악,N,공연완료
PF261589,브로콜리너마저 단독공연: 다정한 사월 2025,2025.04.26,2025.04.27,무신사 개러지 (구. 왓챠홀),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261589_250321_125736.gif,,대중음악,N,공연완료
PF261576,"정여진 Live Concert, AniBirthday to You",2025.04.19,2025.04.19,예스24 원더로크홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261576_250321_112745.jpg,,대중음악,N,공연완료
PF261575,LIVE in SETi Vol.29,2025.04.04,2025.04.04,세티 라이브홀 (SETI LIVE HALL),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261575_250321_112223.jpg,,대중음악,N,공연완료
PF261569,"먼데이프로젝트 시즌8, 피에타 단독 콘서트: 난시",2025.04.10,2025.04.10,클럽온에어,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261569_250321_110804.jpg,,대중음악,N,공연완료
PF261568,만우절은 될 수 없어!,2025.04.01,2025.04.01,프리즘홀 (프리즘플러스),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261568_250321_110516.png,,대중음악,N,공연완료
PF261535,안병웅 단독 콘서트: MPBOY Vol.4,2025.04.05,2025.04.05,프리즘홀 (프리즘플러스),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261535_250321_100205.gif,,대중음악,N,공연완료
PF261519,"이승환, GOOD FELLOWS",2025.04.10,2025.04.13,신한카드 SOL페이 스퀘어(구.신한pLay 스퀘어),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261519_250320_151630.gif,,대중음악,N,공연완료
PF261518,유브이 쇼 in 유브이 텔,2025.04.19,2025.04.20,명화라이브홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261518_250320_151045.gif,,대중음악,N,공연완료
PF261517,THE BOYZ Unexpected SPECIAL STAGE,2025.03.23,2025.03.23,명화라이브홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261517_250320_150928.gif,,대중음악,N,공연완료
PF261501,RAP HOUSE VOL.39,2025.03.21,2025.03.21,"플렉스라운지 (구. 스테이라운지, 구. 인디팍)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF261501_250320_143813.gif,,대중음악,N,공연완료
PF261498,"MPMG WEEK, Another Nice Day #48: 공원, 유령서점",2025.04.03,2025.04.03,엠피엠지,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261498_250320_143131.gif,,대중음악,N,공연완료
PF261489,디어클라우드 단독 콘서트: 4월의 춤,2025.04.19,2025.04.19,CJ아지트 광흥창,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261489_250320_141824.gif,,대중음악,N,공연완료
PF261451,LIVE in SETi Vol.28,2025.04.03,2025.04.03,세티 라이브홀 (SETI LIVE HALL),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261451_250320_122716.jpg,,대중음악,N,공연완료
PF261448,Dream Walker #6: 허회경,2025.04.19,2025.04.19,노들섬,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261448_250320_120244.png,,대중음악,N,공연완료
PF261425,"먼데이프로젝트 IN 라이브클럽, 포져군단 단독 콘서트",2025.04.10,2025.04.10,공상온도,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261425_250320_105625.jpg,,대중음악,N,공연완료
PF261404,"먼데이프로젝트 시즌8, 피아노 슈게이저 단독 콘서트: 이미 없는 남극으로",2025.04.07,2025.04.07,클럽온에어,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261404_250320_100800.jpg,,대중음악,N,공연완료
PF261382,"롤링 30주년 기념 공연, 홀린 단독콘서트: For those who grieve",2025.04.17,2025.04.17,롤링홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261382_250319_130532.jfif,,대중음악,N,공연완료
PF261378,"Closer To Us season1, 이범준 단독 콘서트: BOYHOOD 2.0",2025.04.13,2025.04.13,클럽온에어,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261378_250319_120345.jpg,,대중음악,N,공연완료
PF261377,Atelier Fes vol.17,2025.04.05,2025.04.05,아틀리에홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261377_250319_115731.png,,대중음악,N,공연완료
PF261362,MuzzyverseX (머지버스엑스),2025.04.12,2025.04.12,후케즈,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261362_250319_105422.jpg,,대중음악,N,공연완료
PF261328,"지하아이돌 정기 공연, 주간 아이돌점프 vol.5",2025.04.03,2025.04.03,몽향라이브홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261328_250319_093730.png,,대중음악,N,공연완료
PF261324,ZEROBASEONE FAN-CON: BLUE MANSION,2025.04.18,2025.04.20,올림픽공원,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261324_250318_164358.gif,,대중음악,N,공연완료
PF261318,유레카 엔터테인먼트 쇼케이스 EuReKa Ent. Showcase,2025.03.22,2025.03.22,H-스테이지,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261318_250318_163401.gif,,대중음악,N,공연완료
PF261313,크리스피 단독콘서트: Creespy,2025.04.05,2025.04.05,무신사 개러지 (구. 왓챠홀),http://www.kopis.or.kr/upload/pfmPoster/PF_PF261313_250318_162447.gif,,대중음악,N,공연완료
PF261306,은평과 마주해 봄,2025.04.12,2025.04.12,은평문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261306_250318_161615.gif,,대중음악,N,공연완료
PF261301,TAEMIN WORLD TOUR: Ephemeral Gaze Finale,2025.04.26,2025.04.27,올림픽공원,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261301_250318_132322.jpg,,대중음악,N,공연완료
PF261284,이병찬: Valentine Concert 2,2025.03.28,2025.03.30,일지아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261284_250318_110719.jpg,,대중음악,N,공연완료
PF261281,"음성사서함 첫번째 단독 공연, 봄이라서 하는 말",2025.04.05,2025.04.05,클럽온에어,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261281_250318_105822.jpg,,대중음악,N,공연완료
