mt20id,prfnm,prfpdfrom,prfpdto,fcltynm,poster,area,genrenm,openrun,prfstate
PF219819,"커피콘서트 in 동구문화체육센터 김종서, In my life",2023.07.19,2023.07.19,인천동구문화체육센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF219819_230608_110036.jpg,,대중음악,N,공연완료
PF219669,변진섭 전국투어 콘서트: 변천사 [인천],2023.07.29,2023.07.29,IGC 글로벌캠퍼스,http://www.kopis.or.kr/upload/pfmPoster/PF_PF219669_230605_144927.jpg,,대중음악,N,공연완료
PF219645,PARADISE Purpool Party [인천],2023.07.22,2023.07.23,파라다이스시티,http://www.kopis.or.kr/upload/pfmPoster/PF_PF219645_230605_132553.JPG,,대중음악,N,공연완료
PF219456,"마실, 음악비행 인천 - 재즈 (6월)",2023.06.28,2023.06.28,남동소래아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF219456_230601_134749.jpg,,대중음악,N,공연완료
PF219099,커피콘서트Ⅴ. 김종서: In my life,2023.07.19,2023.07.19,인천동구문화체육센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF219099_230720_103557.jpg,,대중음악,N,공연완료
PF218665,시인 김소월과  JAZZ가 만나면,2023.06.10,2023.06.10,인천수봉문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF218665_230518_120327.jpg,,대중음악,N,공연완료
PF218521,"남동 온 스테이지 ep.1, 스텔라장&한올",2023.06.03,2023.06.03,소래포구전통어시장,http://www.kopis.or.kr/upload/pfmPoster/PF_PF218521_230516_122426.jpg,,대중음악,N,공연완료
PF218442,당신을 위한 재즈 레시피,2023.06.10,2023.06.10,문학시어터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF218442_230515_143626.jpg,,대중음악,N,공연완료
PF218330,JAPERA [인천],2023.05.20,2023.05.20,남동소래아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF218330_230512_121753.gif,,대중음악,N,공연완료
PF217599,인천펜타포트락페스티벌,2023.08.04,2023.08.06,송도달빛축제공원,http://www.kopis.or.kr/upload/pfmPoster/PF_PF217599_230428_173114.gif,,대중음악,N,공연완료
PF217326,"김기태 전국투어 콘서트, 위로 [인천]",2023.06.10,2023.06.10,인천문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF217326_230424_153239.gif,,대중음악,N,공연완료
PF217220,정동하X소향 THE GREATEST: 전율 [인천],2023.06.17,2023.06.17,송도컨벤시아,http://www.kopis.or.kr/upload/pfmPoster/PF_PF217220_230421_113903.gif,,대중음악,N,공연완료
PF217211,타임캡슐 슈퍼콘서트 [인천],2023.07.01,2023.07.01,인하대학교,http://www.kopis.or.kr/upload/pfmPoster/PF_PF217211_230421_112348.gif,,대중음악,N,공연완료
PF216803,스텔라장 콘서트 [인천],2023.05.12,2023.05.12,청라복합문화센터 블루노바홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF216803_230414_155355.jpg,,대중음악,N,공연완료
PF216592,"DESSERT CONCERT, 음악 속의 치유",2023.04.29,2023.04.29,인천수봉문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF216592_230411_162329.jpg,,대중음악,N,공연완료
PF216277,"빅3 행복한 만남: 강진, 김용임, 진성 [인천]",2023.04.08,2023.04.08,인천문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF216277_230405_154046.jpg,,대중음악,N,공연완료
PF215319,1916 하와이 호놀룰루 애국창가 음반 발매 공연,2023.04.22,2023.04.22,트라이보울,http://www.kopis.or.kr/upload/pfmPoster/PF_PF215319_230320_154631.gif,,대중음악,N,공연완료
PF215244,키즈패밀리콘서트: 우리아이 첫 아카펠라,2023.04.15,2023.04.15,청라복합문화센터 블루노바홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF215244_230320_101733.jpg,,대중음악,N,공연완료
PF215162,미스터트롯2 전국투어 콘서트 [인천],2023.06.24,2023.06.25,송도컨벤시아,http://www.kopis.or.kr/upload/pfmPoster/PF_PF215162_230317_101102.gif,,대중음악,N,공연완료
PF215157,불타는 트롯맨 전국투어 콘서트 [인천],2023.05.13,2023.05.13,송도컨벤시아,http://www.kopis.or.kr/upload/pfmPoster/PF_PF215157_230317_095803.gif,,대중음악,N,공연완료
PF214555,"살롱콘서트 휴, 9(9와 숫자들)",2023.04.21,2023.04.21,인천문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF214555_230308_101707.jpg,,대중음악,N,공연완료
PF214554,"살롱콘서트 휴, 김유진 퀸텟",2023.05.05,2023.05.05,인천문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF214554_230308_101346.jpg,,대중음악,N,공연완료
PF214553,"살롱콘서트 휴, 남유선 퀄텟",2023.05.06,2023.05.06,인천문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF214553_230308_100605.jpg,,대중음악,N,공연완료
PF214552,"살롱콘서트 휴, 선과영",2023.04.29,2023.04.29,인천문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF214552_230308_100403.jpg,,대중음악,N,공연완료
PF214551,"살롱콘서트 휴, 여유와 설빈",2023.05.13,2023.05.13,인천문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF214551_230308_100210.jpg,,대중음악,N,공연완료
PF214550,"살롱콘서트 휴, 이장혁",2023.04.22,2023.04.22,인천문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF214550_230308_095928.jpg,,대중음악,N,공연완료
PF214549,"살롱콘서트 휴, 황푸하",2023.05.12,2023.05.12,인천문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF214549_230308_095728.jpg,,대중음악,N,공연완료
PF214548,"살롱콘서트 휴, 전진희",2023.04.28,2023.04.28,인천문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF214548_230308_095415.jpg,,대중음악,N,공연완료
PF214455,김연자 라이브 콘서트 [인천],2023.05.14,2023.05.14,인천문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF214455_230306_152312.gif,,대중음악,N,공연완료
PF213932,이은미 전국투어 콘서트: NOCTURN [인천],2023.04.29,2023.04.29,인천문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF213932_230224_131906.gif,,대중음악,N,공연완료
PF213670,3월의 Folk,2023.03.25,2023.03.25,문학시어터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF213670_230220_155445.jpg,,대중음악,N,공연완료
PF213544,옥탑재즈 IV,2023.11.17,2023.11.17,아트센터 인천,http://www.kopis.or.kr/upload/pfmPoster/PF_PF213544_230217_111158.gif,,대중음악,N,공연완료
PF213543,옥탑재즈 III,2023.08.18,2023.08.18,아트센터 인천,http://www.kopis.or.kr/upload/pfmPoster/PF_PF213543_230217_111020.gif,,대중음악,N,공연완료
PF213542,옥탑재즈 II,2023.06.23,2023.06.23,아트센터 인천,http://www.kopis.or.kr/upload/pfmPoster/PF_PF213542_230217_110837.gif,,대중음악,N,공연완료
PF213541,옥탑재즈 I,2023.03.24,2023.03.24,아트센터 인천,http://www.kopis.or.kr/upload/pfmPoster/PF_PF213541_230217_110708.gif,,대중음악,N,공연완료
PF213405,빅3: 행복한 만남 콘서트 [인천],2023.04.08,2023.04.08,인천문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF213405_230215_141959.gif,,대중음악,N,공연완료
PF211639,Valentine Jazz Concert [인천],2023.02.14,2023.02.14,엘림아트센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF211639_230131_151103.gif,,대중음악,N,공연완료
PF211582,남진 60주년 콘서트 [인천],2023.03.11,2023.03.11,송도컨벤시아,http://www.kopis.or.kr/upload/pfmPoster/PF_PF211582_230130_142602.gif,,대중음악,N,공연완료
PF210089,임재범 전국투어 콘서트 [인천],2023.03.25,2023.03.25,송도컨벤시아,http://www.kopis.or.kr/upload/pfmPoster/PF_PF210089_230120_104548.gif,,대중음악,N,공연완료
PF205248,YB TOUR: LIGHTS [인천],2023.02.24,2023.02.25,인천문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF205248_230102_132654.gif,,대중음악,N,공연완료
PF204730,쇼미더머니11 콘서트 [인천],2023.02.12,2023.02.12,송도컨벤시아,http://www.kopis.or.kr/upload/pfmPoster/PF_PF204730_221226_100549.gif,,대중음악,N,공연완료
PF204637,멜로망스 전국투어 콘서트: Festival [인천],2023.02.18,2023.02.18,삼산월드체육관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF204637_221222_104028.gif,,대중음악,N,공연완료
PF203495,장민호 단독 콘서트: 호시절 (好時節) [인천],2023.01.28,2023.01.29,송도컨벤시아,http://www.kopis.or.kr/upload/pfmPoster/PF_PF203495_221202_143644.gif,,대중음악,N,공연완료
PF202956,엠씨더맥스 이수 콘서트: 겨울나기 [인천],2023.02.04,2023.02.04,송도컨벤시아,http://www.kopis.or.kr/upload/pfmPoster/PF_PF202956_221124_145929.jfif,,대중음악,N,공연완료
PF201710,에일리 전국투어 콘서트: 한 걸음 더 [인천],2023.01.07,2023.01.07,송도컨벤시아,http://www.kopis.or.kr/upload/pfmPoster/PF_PF201710_221108_143407.gif,,대중음악,N,공연완료
PF262390,김정식 재즌밴드: 화가로 데뷔한 재즈 기타리스트의 특별한 공연 전람회!,2025.04.05,2025.04.05,옐로우택시,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262390_250403_134307.jpg,,대중음악,N,공연완료
PF262064,YELLOWTAXI 15주년 스페셜! 러쉬라이프 재즈밴드,2025.03.29,2025.03.29,옐로우택시,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262064_250331_102813.jpg,,대중음악,N,공연완료
PF261959,행복은 스프링 [대전],2025.04.19,2025.04.19,인터플레이 [대전],http://www.kopis.or.kr/upload/pfmPoster/PF_PF261959_250327_131737.gif,,대중음악,N,공연완료
PF261344,정통 블루스 사운드! 리치맨 & 그루브나이스 [대전],2025.03.22,2025.03.22,옐로우택시,http://www.kopis.or.kr/upload/pfmPoster/PF_PF261344_250319_102417.jpg,,대중음악,N,공연완료
PF260761,크랙샷 앨범 발매 기념 클럽 투어: GET OVER [대전],2025.03.30,2025.03.30,인터플레이 [대전],http://www.kopis.or.kr/upload/pfmPoster/PF_PF260761_250311_134019.gif,,대중음악,N,공연완료
PF260666,유럽피안 감성을 그리다! 윤성희 트리오 [대전],2025.03.15,2025.03.15,옐로우택시,http://www.kopis.or.kr/upload/pfmPoster/PF_PF260666_250310_151202.jpg,,대중음악,N,공연완료
PF259758,이한호 쿼텟 콘서트 [대전],2025.03.01,2025.03.01,옐로우택시,http://www.kopis.or.kr/upload/pfmPoster/PF_PF259758_250225_105149.jpg,,대중음악,N,공연완료
PF259651,두번째달 1집 앨범발매 20주년 기념 음악회: 두번째달의 스무살 [대전],2025.03.16,2025.03.16,인터플레이 [대전],http://www.kopis.or.kr/upload/pfmPoster/PF_PF259651_250224_142410.jpg,,대중음악,N,공연완료
PF259631,봄의 락 (樂) 놀이 [대전],2025.03.15,2025.03.15,대전시립연정국악원,http://www.kopis.or.kr/upload/pfmPoster/PF_PF259631_250224_134959.gif,,대중음악,N,공연완료
PF259455,"20집 발매 기념, 조용필 & 위대한탄생 Concert [대전]",2025.04.05,2025.04.05,대전컨벤션센터 (DCC),http://www.kopis.or.kr/upload/pfmPoster/PF_PF259455_250220_130443.jpg,,대중음악,N,공연완료
PF258988,SMALLS ON STAGE [대전],2025.03.15,2025.03.15,대전음악창작소,http://www.kopis.or.kr/upload/pfmPoster/PF_PF258988_250214_094722.jpg,,대중음악,N,공연완료
PF258882,조항조 전국투어 콘서트: 생각 [대전],2025.03.29,2025.03.29,우송예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF258882_250212_140659.jpg,,대중음악,N,공연완료
PF258789,김장훈 전국투어 콘서트: 원맨쇼 [대전],2025.03.30,2025.03.30,우송예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF258789_250212_100419.gif,,대중음악,N,공연완료
PF258751,오월오일 전국 클럽 투어: Harvest Days [대전],2025.03.09,2025.03.09,인터플레이 [대전],http://www.kopis.or.kr/upload/pfmPoster/PF_PF258751_250211_110941.png,,대중음악,N,공연완료
PF258399,DAY6 3RD WORLD TOUR: FOREVER YOUNG [대전],2025.03.02,2025.03.03,대전컨벤션센터 (DCC),http://www.kopis.or.kr/upload/pfmPoster/PF_PF258399_250206_101753.jpg,,대중음악,N,공연완료
PF258045,정열의 라틴 그루브! 이규재 라틴재즈올스타 [대전],2025.01.25,2025.01.25,옐로우택시,http://www.kopis.or.kr/upload/pfmPoster/PF_PF258045_250131_163717.png,,대중음악,N,공연완료
PF257918,Remember 젊음의 행진 [대전],2025.04.26,2025.04.27,대전평송청소년문화센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF257918_250206_142348.gif,,대중음악,N,공연완료
PF257837,"피아졸라, 루이 암스트롱을 만나다 [대전]",2025.04.26,2025.04.26,대전예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF257837_250124_105732.gif,,대중음악,N,공연완료
PF257802,이재훈 전국투어 콘서트: THE 이재훈 31년 [대전],2025.03.22,2025.03.22,우송예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF257802_250123_131413.gif,,대중음악,N,공연완료
PF257394,윤석철트리오 클럽투어 [대전],2025.02.23,2025.02.23,MG아트홀(MG 한밭새마을금고),http://www.kopis.or.kr/upload/pfmPoster/PF_PF257394_250117_104320.gif,,대중음악,N,공연완료
PF255898,쿠아트로시엔토스: 해피버스데이 피아졸라 [대전],2025.03.08,2025.03.08,대전예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF255898_241216_172732.gif,,대중음악,N,공연완료
PF255662,"확장성스럽게, 팝재즈싱어송라이터 남달리",2024.12.27,2024.12.28,카페 확장성,http://www.kopis.or.kr/upload/pfmPoster/PF_PF255662_241211_132326.png,,대중음악,N,공연완료
PF255004,장민호 전국투어 콘서트: 호시절 (好時節) : 시간여행 [대전],2025.01.18,2025.01.19,대전컨벤션센터 (DCC),http://www.kopis.or.kr/upload/pfmPoster/PF_PF255004_241202_133056.gif,,대중음악,N,공연완료
PF254100,해량 동화 [대전],2024.12.07,2024.12.07,대전예술가의집,http://www.kopis.or.kr/upload/pfmPoster/PF_PF254100_241119_141835.jpg,,대중음악,N,공연완료
PF253831,레브드집시 콘서트: 라비앙 로즈,2024.12.27,2024.12.27,대전예술가의집,http://www.kopis.or.kr/upload/pfmPoster/PF_PF253831_241118_094200.jpg,,대중음악,N,공연완료
PF253331,"인디오너라, 스모킹구스",2024.11.30,2024.11.30,인터뮤직홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF253331_241111_134101.png,,대중음악,N,공연완료
PF253135,린 전국투어 콘서트: Queen of Serenade [대전],2025.02.08,2025.02.08,우송예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF253135_241107_153318.png,,대중음악,N,공연완료
PF252984,영탁 단독 콘서트: TAK SHOW3 [대전],2024.12.28,2024.12.29,대전컨벤션센터 (DCC),http://www.kopis.or.kr/upload/pfmPoster/PF_PF252984_241106_105345.gif,,대중음악,N,공연완료
PF252636,김정민 전국투어 콘서트: LIVE STAR [대전],2024.12.15,2024.12.15,우송예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF252636_241101_104920.gif,,대중음악,N,공연완료
PF252588,"실리그린 단독 콘서트, 우리의 밤 [대전]",2024.11.16,2024.11.16,인터플레이 [대전],http://www.kopis.or.kr/upload/pfmPoster/PF_PF252588_241031_133501.gif,,대중음악,N,공연완료
PF252490,"인디오너라, 밴드 도파애",2024.11.23,2024.11.23,인터뮤직홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF252490_241030_122450.png,,대중음악,N,공연완료
PF252425,변진섭 전국투어 콘서트: 변천사 [대전],2024.12.14,2024.12.14,우송예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF252425_241029_125820.gif,,대중음악,N,공연완료
PF252359,조은주 오카리나 콘서트 [대전],2024.11.15,2024.11.15,인터뮤직홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF252359_241028_173952.png,,대중음악,N,공연완료
PF252037,"이희상 전국투어 콘서트, FOREVER in DAEJEON",2024.11.30,2024.11.30,인터플레이 [대전],http://www.kopis.or.kr/upload/pfmPoster/PF_PF252037_241024_121226.jfif,,대중음악,N,공연완료
PF250796,LEE SEUNG YOON CONCERT: 역성 易聲 [대전],2024.11.16,2024.11.16,대전컨벤션센터 (DCC),http://www.kopis.or.kr/upload/pfmPoster/PF_PF250796_241008_135629.gif,,대중음악,N,공연완료
PF250663,"손태진 단독 콘서트, The Showcase [대전]",2024.11.23,2024.11.24,우송예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF250663_241007_152729.gif,,대중음악,N,공연완료
PF250323,노을 전국투어 콘서트: 노을이 내린 밤 [대전],2024.11.30,2024.11.30,우송예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF250323_241002_135605.gif,,대중음악,N,공연완료
PF249795,"클래즈5 10주년 기념 콘서트, 다카포: 다시 처음으로 [대전]",2024.10.13,2024.10.13,대전시립연정국악원,http://www.kopis.or.kr/upload/pfmPoster/PF_PF249795_240925_141212.gif,,대중음악,N,공연완료
PF249439,충청브라스밴드와 함께하는 박강성의 가을 음악회 [대전],2024.10.20,2024.10.20,한밭대학교,http://www.kopis.or.kr/upload/pfmPoster/PF_PF249439_240920_165939.gif,,대중음악,N,공연완료
PF249099,"너드커넥션 TOUR: And yet, We still [대전]",2024.11.02,2024.11.02,우송예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF249099_240913_153145.gif,,대중음악,N,공연완료
PF249012,"V.O.S 20주년 전국투어 콘서트, 우리의 스무살 [대전]",2024.12.20,2024.12.21,우송예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF249012_240912_154431.gif,,대중음악,N,공연완료
PF248511,이은미 라이브 투어: MOVE ON [대전],2024.12.07,2024.12.08,우송예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF248511_240906_102343.jpg,,대중음악,N,공연완료
PF247954,"튀김소보체 퓨전 클래식 콘서트, It's Show Choir Time! [대전]",2024.10.29,2024.10.29,대전예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF247954_240829_111339.jpg,,대중음악,N,공연완료
PF247902,나훈아 라스트 콘서트: 고마웠습니다! [대전],2024.10.12,2024.10.12,대전컨벤션센터 (DCC),http://www.kopis.or.kr/upload/pfmPoster/PF_PF247902_240828_160752.jpg,,대중음악,N,공연완료
PF247778,스크램블즈 정기연주회 [대전],2024.09.21,2024.09.21,조이마루아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF247778_240827_111647.gif,,대중음악,N,공연완료
PF246365,"월간 CCM콘서트, 다윗과 요나단 (8월)",2024.08.30,2024.08.31,이음아트홀 [대전],http://www.kopis.or.kr/upload/pfmPoster/PF_PF246365_240805_133246.png,,대중음악,N,공연완료
PF246347,MRCH (윤마치) Concert: Traveler: Trip or Drip [대전],2024.08.24,2024.08.24,문화공감 철,http://www.kopis.or.kr/upload/pfmPoster/PF_PF246347_240805_124542.gif,,대중음악,N,공연완료
PF246204,"SURL Ⅹ Lacuna 전국투어, KIDS: Kids In the Dream Store [대전]",2024.08.30,2024.08.30,대전음악창작소,http://www.kopis.or.kr/upload/pfmPoster/PF_PF246204_240802_100126.jpg,,대중음악,N,공연완료
PF245770,파워풀 에너제틱 재즈! 모달밴드 공연 [대전],2024.07.27,2024.07.27,옐로우택시,http://www.kopis.or.kr/upload/pfmPoster/PF_PF245770_240725_131038.jpg,,대중음악,N,공연완료
PF245397,옥상달빛 전국투어: 정말 고마워서 갑니다 [대전],2024.08.29,2024.08.29,두두당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF245397_240719_134715.png,,대중음악,N,공연완료
PF244313,반도네온 듀오 Pasquale Stafano & Gianni Iorio 내한공연 [대전],2024.07.13,2024.07.13,아트브릿지,http://www.kopis.or.kr/upload/pfmPoster/PF_PF244313_240704_103649.gif,,대중음악,N,공연완료
PF244183,"유럽피안이 사랑한 재즈, 마드모아젤S [대전]",2024.07.06,2024.07.06,옐로우택시,http://www.kopis.or.kr/upload/pfmPoster/PF_PF244183_240702_131651.gif,,대중음악,N,공연완료
PF244068,김창완밴드 전국투어: 개구쟁이 [대전],2024.09.15,2024.09.15,대전평송청소년문화센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF244068_240701_131644.png,,대중음악,N,공연완료
PF244066,워터밤 [대전],2024.08.10,2024.08.10,목원대학교,http://www.kopis.or.kr/upload/pfmPoster/PF_PF244066_240701_131231.jpg,,대중음악,N,공연완료
PF243791,박성현의 트롯 클래식 [대전],2024.07.27,2024.07.27,대전청소년위캔센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF243791_240626_112500.gif,,대중음악,N,공연완료
PF243603,현역가왕 전국투어 콘서트 [대전],2024.10.05,2024.10.05,대전컨벤션센터 (DCC),http://www.kopis.or.kr/upload/pfmPoster/PF_PF243603_240624_132331.gif,,대중음악,N,공연완료
PF243228,"월간 CCM콘서트, 함부영 & 홍보래 (7월)",2024.07.05,2024.07.06,이음아트홀 [대전],http://www.kopis.or.kr/upload/pfmPoster/PF_PF243228_240618_111007.png,,대중음악,N,공연완료
PF242780,싸이흠뻑쇼: SUMMER SWAG [대전],2024.07.27,2024.07.28,목원대학교,http://www.kopis.or.kr/upload/pfmPoster/PF_PF242780_240611_135945.gif,,대중음악,N,공연완료
PF241183,PEPPERTONES CONCERT: Party Plenty [대전],2024.07.20,2024.07.20,대전음악창작소,http://www.kopis.or.kr/upload/pfmPoster/PF_PF241183_240516_143354.gif,,대중음악,N,공연완료
PF240847,"장기하 소극장 투어, 나란히 나란히 [대전]",2024.06.21,2024.06.21,문화공감 철,http://www.kopis.or.kr/upload/pfmPoster/PF_PF240847_240510_125333.gif,,대중음악,N,공연완료
PF240746,"월간 CCM콘서트, 최인혁 (6월)",2024.06.07,2024.06.08,이음아트홀 [대전],http://www.kopis.or.kr/upload/pfmPoster/PF_PF240746_240509_112107.jpg,,대중음악,N,공연완료
PF240339,이승철 전국투어 콘서트: Rock’n All [대전],2024.07.20,2024.07.20,충남대학교 정심화국제문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF240339_240502_135640.gif,,대중음악,N,공연완료
PF239240,Theatre 이문세 [대전],2024.06.15,2024.06.16,충남대학교 정심화국제문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF239240_240415_151350.gif,,대중음악,N,공연완료
PF239222,"심수봉 전국투어 콘서트, 꽃길 [대전]",2024.06.09,2024.06.09,우송예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF239222_240415_142248.gif,,대중음악,N,공연완료
PF238818,손태진 & 에녹 콘서트 [대전],2024.08.03,2024.08.03,충남대학교 정심화국제문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF238818_240408_135120.gif,,대중음악,N,공연완료
PF238360,타임캡슐 슈퍼콘서트 [대전],2024.07.13,2024.07.13,목원대학교,http://www.kopis.or.kr/upload/pfmPoster/PF_PF238360_240329_130128.gif,,대중음악,N,공연완료
PF238264,김정민 전국투어 콘서트: LIVE STAR [대전],2024.06.08,2024.06.08,우송예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF238264_240328_132700.gif,,대중음악,N,공연완료
PF238156,미스터트롯2 진선미 콘서트: 트롯트립 [대전],2024.06.29,2024.06.29,충남대학교 정심화국제문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF238156_240327_124344.gif,,대중음악,N,공연완료
PF237992,이미자 노래인생 65주년 기념 음악회 [대전],2024.06.01,2024.06.01,충남대학교 정심화국제문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF237992_240325_125718.jpg,,대중음악,N,공연완료
PF237490,"황영웅 대전콘서트, 봄날의 고백",2024.05.25,2024.05.26,대전컨벤션센터 (DCC),http://www.kopis.or.kr/upload/pfmPoster/PF_PF237490_240315_141956.gif,,대중음악,N,공연완료
PF236964,미스트롯3 전국투어 콘서트: 세상을 꺾고 뒤집어라! [대전],2024.05.18,2024.05.18,충남대학교 정심화국제문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF236964_240308_112348.gif,,대중음악,N,공연완료
PF236393,이한철 봄 콘서트: 벚꽃 보러 갑니다 시즌2 [대전],2024.03.30,2024.03.30,문화공감 철,http://www.kopis.or.kr/upload/pfmPoster/PF_PF236393_240229_105554.gif,,대중음악,N,공연완료
PF235737,"김범수 콘서트: 여행, The Original [대전]",2024.05.04,2024.05.04,충남대학교 정심화국제문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF235737_240219_141525.gif,,대중음악,N,공연완료
PF235601,싱어게인3 TOP10 전국투어 [대전],2024.05.11,2024.05.11,대전컨벤션센터 (DCC),http://www.kopis.or.kr/upload/pfmPoster/PF_PF235601_240216_105217.gif,,대중음악,N,공연완료
PF235490,SG워너비 콘서트: 우리의 노래 [대전],2024.06.01,2024.06.01,대전컨벤션센터 (DCC),http://www.kopis.or.kr/upload/pfmPoster/PF_PF235490_240215_110312.gif,,대중음악,N,공연완료
PF234454,더 캔들라이트 발렌타인 콘서트,2024.02.14,2024.02.18,인터뮤직홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF234454_240125_102355.png,,대중음악,N,공연완료
PF234251,"유진솔X옥과 비건드링킹 공연, 불잉걸",2024.02.03,2024.02.03,미생물,http://www.kopis.or.kr/upload/pfmPoster/PF_PF234251_240119_140131.jpeg,,대중음악,N,공연완료
PF233980,윤하 20주년 기념 콘서트: 스물 [대전],2024.02.24,2024.02.24,대전컨벤션센터 (DCC),http://www.kopis.or.kr/upload/pfmPoster/PF_PF233980_240116_110541.gif,,대중음악,N,공연완료
PF233437,"섬 시리즈 Vol.2, 에이트레인: 섬에서 만난",2023.11.25,2023.11.25,맞배집 (House Sincere),http://www.kopis.or.kr/upload/pfmPoster/PF_PF233437_240104_151328.png,,대중음악,N,공연완료
PF233421,낯선발견,2023.11.17,2023.11.17,대전음악창작소,http://www.kopis.or.kr/upload/pfmPoster/PF_PF233421_240104_143826.jpg,,대중음악,N,공연완료
PF233417,"위댄스, SUM 발매 투어 [대전]",2023.11.23,2023.11.23,맞배집 (House Sincere),http://www.kopis.or.kr/upload/pfmPoster/PF_PF233417_240104_142316.jpg,,대중음악,N,공연완료
PF233277,골든걸스 전국투어 콘서트 [대전],2024.04.06,2024.04.06,충남대학교 정심화국제문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF233277_240102_132835.jpg,,대중음악,N,공연완료
PF233155,오월오일 전국 클럽투어: Campo de Daejeon [대전],2024.01.13,2024.01.13,인터플레이 [대전],http://www.kopis.or.kr/upload/pfmPoster/PF_PF233155_231228_103302.gif,,대중음악,N,공연완료
PF232774,김경현 Rock이 빛나는 밤에 [대전],2024.01.13,2024.01.13,대덕구청소년어울림센터(구. 대덕청소년수련관),http://www.kopis.or.kr/upload/pfmPoster/PF_PF232774_231219_101957.gif,,대중음악,N,공연완료
PF232765,개러지 페스트 (GARAGE FEST),2023.12.30,2023.12.30,앙트르뽀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF232765_231219_094757.gif,,대중음악,N,공연완료
PF232690,Coverstudio Live: To Be Continued [대전],2023.12.30,2023.12.30,문화공감 철,http://www.kopis.or.kr/upload/pfmPoster/PF_PF232690_231218_134031.gif,,대중음악,N,공연완료
PF232339,워터밤 [대전],2023.08.05,2023.08.05,목원대학교,http://www.kopis.or.kr/upload/pfmPoster/PF_PF232339_231212_170226.jpg,,대중음악,N,공연완료
